rank,spec,f1,noise_rate,average_precision
132,dcor|spearman_abs|quotient|sum,0.42182430440211366,0.4303741470394055,0.6685873778222621
133,mi|mutual_info_sklearn|quotient|mean,0.421122145736992,0.393898852284174,0.5821605637534633
134,f|distance_corr|quotient|max,0.42092212598150863,0.39341657101873595,0.6310940607497777
135,spearman|pearson_abs|quotient|mean,0.41963400604261725,0.4357592185436269,0.6476191531482105
136,spearman|spearman_abs|quotient|sum,0.41931939976371807,0.4054901494838843,0.6339043229338083
137,f|distance_corr|multiplicative|max,0.4192836965223895,0.3928561327890698,0.6305104631820455
138,f|mutual_info_sklearn|difference|mean,0.4183739344196223,0.37216454438265195,0.6041104579729404
139,dcor|spearman_abs|quotient|max,0.4179704627810702,0.45905506651068784,0.6617341866523456
140,mi|mutual_info_sklearn|difference|mean,0.4171573355837788,0.255104990600942,0.5747130821428937
141,pearson|pearson_abs|quotient|sum,0.41406540869896885,0.410000027325036,0.6211470114249501
142,spearman|pearson_abs|quotient|max,0.41393789631529254,0.44437064809894405,0.6366341038979666
143,spearman|spearman_abs|quotient|mean,0.4136686688026285,0.4336912208582203,0.6359141066886375
144,pearson|pearson_abs|quotient|mean,0.41215505409402564,0.43616219404580187,0.623068951127439
145,f|mutual_info_sklearn|difference|max,0.4117886234631024,0.3810096983097785,0.599741149823745
146,f|mutual_info_sklearn|difference|sum,0.4113840161894034,0.3762786430174882,0.5971212990883169
147,mi|mutual_info_sklearn|quotient|max,0.4112546360144969,0.3995930985480978,0.5787486432508119
148,spearman|spearman_abs|quotient|max,0.4102885195382273,0.44501407006515564,0.6261804078590015
149,pearson|spearman_abs|quotient|sum,0.4092073313692003,0.41028574115972155,0.6077680354734671
150,mi|spearman_abs|difference|max,0.4087734233583992,0.23492110453648915,0.5914194669017154
151,pearson|distance_corr|quotient|max,0.40770419589629536,0.4245698362240556,0.6148974269737172
152,mi|spearman_abs|difference|sum,0.40682997682054606,0.2322337278106509,0.588237006692628
153,mi|distance_corr|difference|mean,0.4066708577137069,0.19249013806706114,0.5837155512688057
154,pearson|spearman_abs|quotient|mean,0.40635235797291597,0.43655894356892305,0.609915427197288
155,mi|pearson_abs|difference|max,0.40630607217240156,0.2323422090729783,0.5916594044789312
156,f|mutual_info_sklearn|quotient|mean,0.4060555093568085,0.43353206354529933,0.6140293639033582
157,pearson|pearson_abs|quotient|max,0.4049870897025118,0.4499965800169354,0.6107932502817205
158,f|mutual_info_sklearn|multiplicative|max,0.4049041046787454,0.46599093449768814,0.6221827673308642
159,f|mutual_info_sklearn|quotient|sum,0.40318653105259755,0.43475427396129857,0.6079461151838766
160,mi|pearson_abs|difference|sum,0.4031680159852471,0.22971893491124262,0.5886883629191322
161,mi|mutual_info_sklearn|difference|max,0.4022055509509024,0.2854501267962806,0.5678283355369154
162,f|mutual_info_sklearn|quotient|max,0.4015735025058711,0.43759300263495404,0.6097801185495849
163,pearson|spearman_abs|quotient|max,0.3994149726653626,0.4476706808275495,0.5998381308054143
164,mi|mutual_info_sklearn|quotient|sum,0.3983058603576107,0.40316875804381985,0.574038682268394
165,mi|mutual_info_sklearn|difference|sum,0.3960910389045293,0.287258382642998,0.5659443348674118
166,f|mutual_info_sklearn|multiplicative|sum,0.3950226453801729,0.47217633929985314,0.6169970862075573
167,dcor|mutual_info_sklearn|quotient|mean,0.39440803716851514,0.49379236476869615,0.6138065935501036
168,dcor|mutual_info_sklearn|quotient|max,0.38768153175719083,0.5029086311280332,0.6130938895638952
169,f|pearson_abs|multiplicative|sum,0.38685568993904895,0.45673961147333925,0.6152202027789425
170,f|spearman_abs|multiplicative|sum,0.3850200306713338,0.45668012953515913,0.6122345253634971
171,mi|distance_corr|difference|sum,0.38474105122420893,0.2334664694280079,0.5733472688827719
172,mi|distance_corr|difference|max,0.3832314326365521,0.22984714003944773,0.5760161415398102
173,spearman|mutual_info_sklearn|quotient|mean,0.3809053383908538,0.49543574932628187,0.5907641989719472
174,spearman|mutual_info_sklearn|quotient|max,0.37932071375282894,0.5045423479522029,0.5895990920448384
175,dcor|mutual_info_sklearn|quotient|sum,0.3790709962809178,0.5105852468267309,0.6107630810307277
176,f|distance_corr|multiplicative|sum,0.3789502122609027,0.46420963980135577,0.6052424990186771
177,spearman|mutual_info_sklearn|quotient|sum,0.37467378961009107,0.5026885111481557,0.586022832946369
178,pearson|mutual_info_sklearn|quotient|mean,0.3735808946914998,0.49943206575797666,0.5700668954854315
179,pearson|mutual_info_sklearn|quotient|max,0.3697550244835734,0.5075860375740755,0.5679375747415092
180,pearson|mutual_info_sklearn|quotient|sum,0.36503197346561633,0.506140957376752,0.5642807747767751
