method,source,dataset,k,seed,recovery_f1,noise_rate,runtime_s
ModMRMR,modmrmr,redundant_blocks_clf,10,0,0.7777777777777777,0.3,0.028603792015928775
mrmr_selection_classif,external,redundant_blocks_clf,3,1,0.5454545454545454,0.0,1.31079083296936
mrmr_selection_classif,external,redundant_blocks_clf,5,1,0.7692307692307693,0.0,0.2977912910282612
mrmr_selection_classif,external,redundant_blocks_clf,10,1,0.888888888888889,0.2,1.3187315000104718
cmim,external,redundant_blocks_clf,3,1,0.18181818181818182,0.6666666666666666,0.02640800003428012
cmim,external,redundant_blocks_clf,5,1,0.4615384615384615,0.4,0.043865624989848584
cmim,external,redundant_blocks_clf,10,1,0.7777777777777777,0.3,0.07425962504930794
jmi,external,redundant_blocks_clf,3,1,0.18181818181818182,0.6666666666666666,0.025858750042971224
jmi,external,redundant_blocks_clf,5,1,0.3076923076923077,0.6,0.04396937502315268
jmi,external,redundant_blocks_clf,10,1,0.6666666666666665,0.4,0.07454575004521757
MID,modmrmr,redundant_blocks_clf,3,1,0.36363636363636365,0.3333333333333333,0.3252135419752449
MID,modmrmr,redundant_blocks_clf,5,1,0.4615384615384615,0.4,0.3159003750188276
MID,modmrmr,redundant_blocks_clf,10,1,0.4444444444444445,0.6,0.32049212499987334
MIQ,modmrmr,redundant_blocks_clf,3,1,0.36363636363636365,0.3333333333333333,0.3165052910335362
MIQ,modmrmr,redundant_blocks_clf,5,1,0.4615384615384615,0.4,0.31951737497001886
MIQ,modmrmr,redundant_blocks_clf,10,1,0.888888888888889,0.2,0.3321362910210155
FCD,modmrmr,redundant_blocks_clf,3,1,0.5454545454545454,0.0,0.024579041986726224
FCD,modmrmr,redundant_blocks_clf,5,1,0.7692307692307693,0.0,0.025116875011008233
FCD,modmrmr,redundant_blocks_clf,10,1,0.888888888888889,0.2,0.0275324999820441
FCQ,modmrmr,redundant_blocks_clf,3,1,0.5454545454545454,0.0,0.024359666043892503
FCQ,modmrmr,redundant_blocks_clf,5,1,0.7692307692307693,0.0,0.025473333022091538
FCQ,modmrmr,redundant_blocks_clf,10,1,0.888888888888889,0.2,0.029163792030885816
ModMRMR,modmrmr,redundant_blocks_clf,3,1,0.5454545454545454,0.0,0.024350666964892298
ModMRMR,modmrmr,redundant_blocks_clf,5,1,0.7692307692307693,0.0,0.025336917024105787
ModMRMR,modmrmr,redundant_blocks_clf,10,1,0.6666666666666665,0.4,0.02808187500340864
mrmr_selection_classif,external,redundant_blocks_clf,3,2,0.5454545454545454,0.0,1.3077545409905724
mrmr_selection_classif,external,redundant_blocks_clf,5,2,0.7692307692307693,0.0,0.3095241249538958
mrmr_selection_classif,external,redundant_blocks_clf,10,2,0.888888888888889,0.2,1.455936499987729
cmim,external,redundant_blocks_clf,3,2,0.18181818181818182,0.6666666666666666,0.026651958003640175
cmim,external,redundant_blocks_clf,5,2,0.4615384615384615,0.4,0.043842833023518324
cmim,external,redundant_blocks_clf,10,2,0.7777777777777777,0.3,0.07410595897817984
jmi,external,redundant_blocks_clf,3,2,0.18181818181818182,0.6666666666666666,0.02578308299416676
jmi,external,redundant_blocks_clf,5,2,0.3076923076923077,0.6,0.044317000021692365
jmi,external,redundant_blocks_clf,10,2,0.6666666666666665,0.4,0.07433333300286904
MID,modmrmr,redundant_blocks_clf,3,2,0.5454545454545454,0.0,0.31893983302870765
MID,modmrmr,redundant_blocks_clf,5,2,0.4615384615384615,0.4,0.31706004100851715
MID,modmrmr,redundant_blocks_clf,10,2,0.4444444444444445,0.6,0.31993087503360584
MIQ,modmrmr,redundant_blocks_clf,3,2,0.5454545454545454,0.0,0.3168478339794092
MIQ,modmrmr,redundant_blocks_clf,5,2,0.4615384615384615,0.4,0.31651420798152685
MIQ,modmrmr,redundant_blocks_clf,10,2,0.5555555555555556,0.5,0.3209557089721784
FCD,modmrmr,redundant_blocks_clf,3,2,0.5454545454545454,0.0,0.024751833989284933
FCD,modmrmr,redundant_blocks_clf,5,2,0.7692307692307693,0.0,0.02563870802987367
FCD,modmrmr,redundant_blocks_clf,10,2,0.888888888888889,0.2,0.027598500018939376
FCQ,modmrmr,redundant_blocks_clf,3,2,0.5454545454545454,0.0,0.024448457988910377
FCQ,modmrmr,redundant_blocks_clf,5,2,0.7692307692307693,0.0,0.025496209040284157
FCQ,modmrmr,redundant_blocks_clf,10,2,0.888888888888889,0.2,0.028386250021867454
ModMRMR,modmrmr,redundant_blocks_clf,3,2,0.5454545454545454,0.0,0.024700500012841076
ModMRMR,modmrmr,redundant_blocks_clf,5,2,0.7692307692307693,0.0,0.02557404199615121
ModMRMR,modmrmr,redundant_blocks_clf,10,2,0.7777777777777777,0.3,0.02850041602505371
mrmr_selection_classif,external,redundant_blocks_reg,3,0,0.5454545454545454,0.0,1.2876024590223096
mrmr_selection_classif,external,redundant_blocks_reg,5,0,0.7692307692307693,0.0,0.2950784169952385
mrmr_selection_classif,external,redundant_blocks_reg,10,0,0.888888888888889,0.2,1.2887267080368474
MID,modmrmr,redundant_blocks_reg,3,0,0.36363636363636365,0.3333333333333333,0.32140470802551135
MID,modmrmr,redundant_blocks_reg,5,0,0.4615384615384615,0.4,0.31856670801062137
MID,modmrmr,redundant_blocks_reg,10,0,0.5555555555555556,0.5,0.3216899579856545
MIQ,modmrmr,redundant_blocks_reg,3,0,0.36363636363636365,0.3333333333333333,0.3187202080152929
MIQ,modmrmr,redundant_blocks_reg,5,0,0.3076923076923077,0.6,0.31871970801148564
MIQ,modmrmr,redundant_blocks_reg,10,0,0.5555555555555556,0.5,0.3233817499713041
FCD,modmrmr,redundant_blocks_reg,3,0,0.5454545454545454,0.0,0.0248729579616338
FCD,modmrmr,redundant_blocks_reg,5,0,0.7692307692307693,0.0,0.025129250017926097
FCD,modmrmr,redundant_blocks_reg,10,0,0.888888888888889,0.2,0.02755812497343868
FCQ,modmrmr,redundant_blocks_reg,3,0,0.5454545454545454,0.0,0.0243296250118874
FCQ,modmrmr,redundant_blocks_reg,5,0,0.7692307692307693,0.0,0.025789542007260025
FCQ,modmrmr,redundant_blocks_reg,10,0,0.888888888888889,0.2,0.0285015840199776
ModMRMR,modmrmr,redundant_blocks_reg,3,0,0.5454545454545454,0.0,0.024256750009953976
ModMRMR,modmrmr,redundant_blocks_reg,5,0,0.7692307692307693,0.0,0.02547420799965039
ModMRMR,modmrmr,redundant_blocks_reg,10,0,0.888888888888889,0.2,0.02834429102949798
mrmr_selection_classif,external,redundant_blocks_reg,3,1,0.5454545454545454,0.0,1.2897034999914467
mrmr_selection_classif,external,redundant_blocks_reg,5,1,0.7692307692307693,0.0,0.3058881670003757
mrmr_selection_classif,external,redundant_blocks_reg,10,1,0.888888888888889,0.2,1.4868322500260547
MID,modmrmr,redundant_blocks_reg,3,1,0.36363636363636365,0.3333333333333333,0.3186236660112627
MID,modmrmr,redundant_blocks_reg,5,1,0.6153846153846154,0.2,0.31977404101053253
MID,modmrmr,redundant_blocks_reg,10,1,0.5555555555555556,0.5,0.321055916021578
MIQ,modmrmr,redundant_blocks_reg,3,1,0.36363636363636365,0.3333333333333333,0.31664979201741517
MIQ,modmrmr,redundant_blocks_reg,5,1,0.4615384615384615,0.4,0.3457027500262484
MIQ,modmrmr,redundant_blocks_reg,10,1,0.6666666666666665,0.4,0.3206969170132652
FCD,modmrmr,redundant_blocks_reg,3,1,0.5454545454545454,0.0,0.024629332998301834
FCD,modmrmr,redundant_blocks_reg,5,1,0.7692307692307693,0.0,0.02532016602344811
FCD,modmrmr,redundant_blocks_reg,10,1,0.888888888888889,0.2,0.02739754196954891
FCQ,modmrmr,redundant_blocks_reg,3,1,0.5454545454545454,0.0,0.024250500020571053
FCQ,modmrmr,redundant_blocks_reg,5,1,0.7692307692307693,0.0,0.025390833034180105
FCQ,modmrmr,redundant_blocks_reg,10,1,0.888888888888889,0.2,0.028762916976120323
ModMRMR,modmrmr,redundant_blocks_reg,3,1,0.5454545454545454,0.0,0.02470308303600177
ModMRMR,modmrmr,redundant_blocks_reg,5,1,0.7692307692307693,0.0,0.025772875000257045
ModMRMR,modmrmr,redundant_blocks_reg,10,1,0.7777777777777777,0.3,0.028540457948110998
mrmr_selection_classif,external,redundant_blocks_reg,3,2,0.5454545454545454,0.0,1.3006111250142567
mrmr_selection_classif,external,redundant_blocks_reg,5,2,0.7692307692307693,0.0,0.29827149998163804
mrmr_selection_classif,external,redundant_blocks_reg,10,2,0.888888888888889,0.2,1.3901005829684436
MID,modmrmr,redundant_blocks_reg,3,2,0.5454545454545454,0.0,0.32055312499869615
MID,modmrmr,redundant_blocks_reg,5,2,0.6153846153846154,0.2,0.3195488339988515
MID,modmrmr,redundant_blocks_reg,10,2,0.5555555555555556,0.5,0.3227597500081174
MIQ,modmrmr,redundant_blocks_reg,3,2,0.5454545454545454,0.0,0.31977395800640807
MIQ,modmrmr,redundant_blocks_reg,5,2,0.6153846153846154,0.2,0.32921729201916605
MIQ,modmrmr,redundant_blocks_reg,10,2,0.888888888888889,0.2,0.32222162501420826
FCD,modmrmr,redundant_blocks_reg,3,2,0.5454545454545454,0.0,0.02466912497766316
FCD,modmrmr,redundant_blocks_reg,5,2,0.7692307692307693,0.0,0.025111750001087785
FCD,modmrmr,redundant_blocks_reg,10,2,0.888888888888889,0.2,0.027387999987695366
FCQ,modmrmr,redundant_blocks_reg,3,2,0.5454545454545454,0.0,0.024672624946106225
FCQ,modmrmr,redundant_blocks_reg,5,2,0.7692307692307693,0.0,0.025571125035639852
FCQ,modmrmr,redundant_blocks_reg,10,2,0.888888888888889,0.2,0.028383333003148437
ModMRMR,modmrmr,redundant_blocks_reg,3,2,0.5454545454545454,0.0,0.024408666999079287
ModMRMR,modmrmr,redundant_blocks_reg,5,2,0.7692307692307693,0.0,0.02555287501309067
ModMRMR,modmrmr,redundant_blocks_reg,10,2,0.7777777777777777,0.3,0.028464083035942167
mrmr_selection_classif,external,quotient_trap_reg,3,0,0.7499999999999999,0.0,1.3812881670310162
mrmr_selection_classif,external,quotient_trap_reg,5,0,1.0,0.0,0.5422140419832431
mrmr_selection_classif,external,quotient_trap_reg,10,0,0.6666666666666666,0.5,1.6135347910458222
MID,modmrmr,quotient_trap_reg,3,0,0.7499999999999999,0.0,0.2825511670089327
MID,modmrmr,quotient_trap_reg,5,0,0.6,0.4,0.278455333027523
MID,modmrmr,quotient_trap_reg,10,0,0.4,0.7,0.2829490000149235
MIQ,modmrmr,quotient_trap_reg,3,0,0.5,0.3333333333333333,0.2804993750178255
MIQ,modmrmr,quotient_trap_reg,5,0,0.6,0.4,0.29154920898145065
MIQ,modmrmr,quotient_trap_reg,10,0,0.6666666666666666,0.5,0.2798114169854671
FCD,modmrmr,quotient_trap_reg,3,0,0.7499999999999999,0.0,0.021610833995509893
FCD,modmrmr,quotient_trap_reg,5,0,1.0,0.0,0.02192137495148927
FCD,modmrmr,quotient_trap_reg,10,0,0.6666666666666666,0.5,0.024387207988183945
FCQ,modmrmr,quotient_trap_reg,3,0,0.7499999999999999,0.0,0.02127541700610891
FCQ,modmrmr,quotient_trap_reg,5,0,1.0,0.0,0.0221831250237301
FCQ,modmrmr,quotient_trap_reg,10,0,0.6666666666666666,0.5,0.025280833011493087
ModMRMR,modmrmr,quotient_trap_reg,3,0,0.7499999999999999,0.0,0.021046250010840595
ModMRMR,modmrmr,quotient_trap_reg,5,0,0.6,0.4,0.022165625006891787
ModMRMR,modmrmr,quotient_trap_reg,10,0,0.6666666666666666,0.5,0.024968500016257167
mrmr_selection_classif,external,quotient_trap_reg,3,1,0.7499999999999999,0.0,1.3847396249766462
mrmr_selection_classif,external,quotient_trap_reg,5,1,1.0,0.0,0.4273417079821229
mrmr_selection_classif,external,quotient_trap_reg,10,1,0.6666666666666666,0.5,1.7221104589989409
MID,modmrmr,quotient_trap_reg,3,1,0.7499999999999999,0.0,0.2780936670023948
MID,modmrmr,quotient_trap_reg,5,1,0.6,0.4,0.27547070797299966
MID,modmrmr,quotient_trap_reg,10,1,0.4,0.7,0.2832518750219606
MIQ,modmrmr,quotient_trap_reg,3,1,0.5,0.3333333333333333,0.2751164169749245
MIQ,modmrmr,quotient_trap_reg,5,1,0.6,0.4,0.27646804199321195
MIQ,modmrmr,quotient_trap_reg,10,1,0.5333333333333333,0.6,0.2783685409813188
FCD,modmrmr,quotient_trap_reg,3,1,0.7499999999999999,0.0,0.02153862500563264
FCD,modmrmr,quotient_trap_reg,5,1,1.0,0.0,0.022048166021704674
FCD,modmrmr,quotient_trap_reg,10,1,0.6666666666666666,0.5,0.024349500017706305
FCQ,modmrmr,quotient_trap_reg,3,1,0.7499999999999999,0.0,0.02152795798610896
FCQ,modmrmr,quotient_trap_reg,5,1,1.0,0.0,0.022350249986629933
FCQ,modmrmr,quotient_trap_reg,10,1,0.6666666666666666,0.5,0.025022083951625973
ModMRMR,modmrmr,quotient_trap_reg,3,1,0.7499999999999999,0.0,0.021088166977278888
ModMRMR,modmrmr,quotient_trap_reg,5,1,0.6,0.4,0.022179416962899268
ModMRMR,modmrmr,quotient_trap_reg,10,1,0.6666666666666666,0.5,0.025553583982400596
mrmr_selection_classif,external,quotient_trap_reg,3,2,0.7499999999999999,0.0,1.4105639159679413
mrmr_selection_classif,external,quotient_trap_reg,5,2,1.0,0.0,0.4250556670012884
mrmr_selection_classif,external,quotient_trap_reg,10,2,0.6666666666666666,0.5,1.7121209159959108
MID,modmrmr,quotient_trap_reg,3,2,0.7499999999999999,0.0,0.2780224579619244
MID,modmrmr,quotient_trap_reg,5,2,0.6,0.4,0.27567533298861235
MID,modmrmr,quotient_trap_reg,10,2,0.4,0.7,0.2776174590107985
MIQ,modmrmr,quotient_trap_reg,3,2,0.25,0.6666666666666666,0.2763119169976562
MIQ,modmrmr,quotient_trap_reg,5,2,0.6,0.4,0.28134570800466463
MIQ,modmrmr,quotient_trap_reg,10,2,0.6666666666666666,0.5,0.27980120899155736
FCD,modmrmr,quotient_trap_reg,3,2,0.7499999999999999,0.0,0.021567583025898784
FCD,modmrmr,quotient_trap_reg,5,2,1.0,0.0,0.02273041702574119
FCD,modmrmr,quotient_trap_reg,10,2,0.6666666666666666,0.5,0.024779792001936585
FCQ,modmrmr,quotient_trap_reg,3,2,0.7499999999999999,0.0,0.021480958035681397
FCQ,modmrmr,quotient_trap_reg,5,2,1.0,0.0,0.022540042002219707
FCQ,modmrmr,quotient_trap_reg,10,2,0.6666666666666666,0.5,0.025351707998197526
ModMRMR,modmrmr,quotient_trap_reg,3,2,0.7499999999999999,0.0,0.02124875003937632
ModMRMR,modmrmr,quotient_trap_reg,5,2,0.6,0.4,0.022345874982420355
ModMRMR,modmrmr,quotient_trap_reg,10,2,0.5333333333333333,0.6,0.025243250012863427
mrmr_selection_classif,external,quotient_trap_clf,3,0,0.7499999999999999,0.0,1.4111652079736814
mrmr_selection_classif,external,quotient_trap_clf,5,0,1.0,0.0,0.41683974995976314
mrmr_selection_classif,external,quotient_trap_clf,10,0,0.6666666666666666,0.5,1.6003552500042133
cmim,external,quotient_trap_clf,3,0,0.25,0.6666666666666666,0.02479437500005588
cmim,external,quotient_trap_clf,5,0,0.6,0.4,0.04028887499589473
cmim,external,quotient_trap_clf,10,0,0.6666666666666666,0.5,0.06653599999845028
jmi,external,quotient_trap_clf,3,0,0.0,1.0,0.023821542039513588
jmi,external,quotient_trap_clf,5,0,0.20000000000000004,0.8,0.03997654200065881
jmi,external,quotient_trap_clf,10,0,0.5333333333333333,0.6,0.0663530410383828
MID,modmrmr,quotient_trap_clf,3,0,0.7499999999999999,0.0,0.27488400001311675
MID,modmrmr,quotient_trap_clf,5,0,0.6,0.4,0.2751806669984944
MID,modmrmr,quotient_trap_clf,10,0,0.4,0.7,0.2748344159917906
MIQ,modmrmr,quotient_trap_clf,3,0,0.5,0.3333333333333333,0.2722306249779649
MIQ,modmrmr,quotient_trap_clf,5,0,0.6,0.4,0.27434104203712195
MIQ,modmrmr,quotient_trap_clf,10,0,0.6666666666666666,0.5,0.2770103749935515
FCD,modmrmr,quotient_trap_clf,3,0,0.7499999999999999,0.0,0.02146833302685991
FCD,modmrmr,quotient_trap_clf,5,0,1.0,0.0,0.022076958033721894
FCD,modmrmr,quotient_trap_clf,10,0,0.6666666666666666,0.5,0.024447540985420346
FCQ,modmrmr,quotient_trap_clf,3,0,0.7499999999999999,0.0,0.02129279199289158
FCQ,modmrmr,quotient_trap_clf,5,0,1.0,0.0,0.022626500052865595
FCQ,modmrmr,quotient_trap_clf,10,0,0.6666666666666666,0.5,0.025347166985739022
ModMRMR,modmrmr,quotient_trap_clf,3,0,0.7499999999999999,0.0,0.02154395799152553
ModMRMR,modmrmr,quotient_trap_clf,5,0,0.6,0.4,0.022423540998715907
ModMRMR,modmrmr,quotient_trap_clf,10,0,0.6666666666666666,0.5,0.025240833987481892
mrmr_selection_classif,external,quotient_trap_clf,3,1,0.7499999999999999,0.0,1.435674874985125
mrmr_selection_classif,external,quotient_trap_clf,5,1,1.0,0.0,0.42512966704089195
mrmr_selection_classif,external,quotient_trap_clf,10,1,0.6666666666666666,0.5,2.4087598329642788
cmim,external,quotient_trap_clf,3,1,0.25,0.6666666666666666,0.024376665998715907
cmim,external,quotient_trap_clf,5,1,0.6,0.4,0.04052000003866851
cmim,external,quotient_trap_clf,10,1,0.6666666666666666,0.5,0.06645245803520083
jmi,external,quotient_trap_clf,3,1,0.0,1.0,0.023828666016925126
jmi,external,quotient_trap_clf,5,1,0.20000000000000004,0.8,0.040018416999373585
jmi,external,quotient_trap_clf,10,1,0.5333333333333333,0.6,0.06631095800548792
MID,modmrmr,quotient_trap_clf,3,1,0.7499999999999999,0.0,0.3002214590087533
MID,modmrmr,quotient_trap_clf,5,1,0.6,0.4,0.27119466703152284
MID,modmrmr,quotient_trap_clf,10,1,0.4,0.7,0.27335362503072247
MIQ,modmrmr,quotient_trap_clf,3,1,0.5,0.3333333333333333,0.2712873329874128
MIQ,modmrmr,quotient_trap_clf,5,1,0.6,0.4,0.27222645905567333
MIQ,modmrmr,quotient_trap_clf,10,1,0.5333333333333333,0.6,0.2743592920014635
FCD,modmrmr,quotient_trap_clf,3,1,0.7499999999999999,0.0,0.021480166993569583
FCD,modmrmr,quotient_trap_clf,5,1,1.0,0.0,0.022051499981898814
FCD,modmrmr,quotient_trap_clf,10,1,0.6666666666666666,0.5,0.024399499990977347
FCQ,modmrmr,quotient_trap_clf,3,1,0.7499999999999999,0.0,0.021294749982189387
FCQ,modmrmr,quotient_trap_clf,5,1,1.0,0.0,0.022823000035714358
FCQ,modmrmr,quotient_trap_clf,10,1,0.6666666666666666,0.5,0.02545383299002424
ModMRMR,modmrmr,quotient_trap_clf,3,1,0.7499999999999999,0.0,0.021345209039282054
ModMRMR,modmrmr,quotient_trap_clf,5,1,0.6,0.4,0.022585625003557652
ModMRMR,modmrmr,quotient_trap_clf,10,1,0.5333333333333333,0.6,0.025262708018999547
mrmr_selection_classif,external,quotient_trap_clf,3,2,0.7499999999999999,0.0,1.4313592499820516
mrmr_selection_classif,external,quotient_trap_clf,5,2,1.0,0.0,0.5501516250078566
mrmr_selection_classif,external,quotient_trap_clf,10,2,0.6666666666666666,0.5,2.105065458046738
cmim,external,quotient_trap_clf,3,2,0.25,0.6666666666666666,0.02484862500568852
cmim,external,quotient_trap_clf,5,2,0.6,0.4,0.04006999998819083
cmim,external,quotient_trap_clf,10,2,0.6666666666666666,0.5,0.06611258297925815
jmi,external,quotient_trap_clf,3,2,0.0,1.0,0.023962083039805293
jmi,external,quotient_trap_clf,5,2,0.20000000000000004,0.8,0.04042637499514967
jmi,external,quotient_trap_clf,10,2,0.5333333333333333,0.6,0.06584225001279265
MID,modmrmr,quotient_trap_clf,3,2,0.7499999999999999,0.0,0.28218120796373114
MID,modmrmr,quotient_trap_clf,5,2,0.6,0.4,0.27417966700159013
MID,modmrmr,quotient_trap_clf,10,2,0.4,0.7,0.2766449580085464
MIQ,modmrmr,quotient_trap_clf,3,2,0.7499999999999999,0.0,0.27697170799365267
MIQ,modmrmr,quotient_trap_clf,5,2,0.6,0.4,0.27633154194336385
MIQ,modmrmr,quotient_trap_clf,10,2,0.6666666666666666,0.5,0.2816705839941278
FCD,modmrmr,quotient_trap_clf,3,2,0.7499999999999999,0.0,0.02142637496581301
FCD,modmrmr,quotient_trap_clf,5,2,1.0,0.0,0.021875333040952682
FCD,modmrmr,quotient_trap_clf,10,2,0.6666666666666666,0.5,0.02431383403018117
FCQ,modmrmr,quotient_trap_clf,3,2,0.7499999999999999,0.0,0.021185124991461635
FCQ,modmrmr,quotient_trap_clf,5,2,1.0,0.0,0.022480082989204675
FCQ,modmrmr,quotient_trap_clf,10,2,0.6666666666666666,0.5,0.025461249984800816
ModMRMR,modmrmr,quotient_trap_clf,3,2,0.7499999999999999,0.0,0.021098333003465086
ModMRMR,modmrmr,quotient_trap_clf,5,2,0.6,0.4,0.022287500032689422
ModMRMR,modmrmr,quotient_trap_clf,10,2,0.6666666666666666,0.5,0.025158042029943317
mrmr_selection_classif,external,probe_breast_cancer,3,0,0.18181818181818182,0.0,1.263832583965268
mrmr_selection_classif,external,probe_breast_cancer,5,0,0.2857142857142857,0.0,0.0735067090135999
mrmr_selection_classif,external,probe_breast_cancer,10,0,0.5,0.0,0.14457745902473107
cmim,external,probe_breast_cancer,3,0,0.18181818181818182,0.0,0.04036433302098885
cmim,external,probe_breast_cancer,5,0,0.2857142857142857,0.0,0.06718183297198266
cmim,external,probe_breast_cancer,10,0,0.5,0.0,0.13486929098144174
jmi,external,probe_breast_cancer,3,0,0.0606060606060606,0.6666666666666666,0.03755904198624194
jmi,external,probe_breast_cancer,5,0,0.05714285714285715,0.8,0.06759383296594024
jmi,external,probe_breast_cancer,10,0,0.3,0.4,0.1347453340422362
MID,modmrmr,probe_breast_cancer,3,0,0.18181818181818182,0.0,1.5960868749534711
MID,modmrmr,probe_breast_cancer,5,0,0.2285714285714286,0.2,1.5840486660017632
MID,modmrmr,probe_breast_cancer,10,0,0.45000000000000007,0.1,1.6116181670222431
MIQ,modmrmr,probe_breast_cancer,3,0,0.0606060606060606,0.6666666666666666,1.679651417012792
MIQ,modmrmr,probe_breast_cancer,5,0,0.17142857142857143,0.4,1.6515267080394551
MIQ,modmrmr,probe_breast_cancer,10,0,0.35,0.3,1.6756251670303755
FCD,modmrmr,probe_breast_cancer,3,0,0.18181818181818182,0.0,0.18773370899725705
FCD,modmrmr,probe_breast_cancer,5,0,0.2857142857142857,0.0,0.18934279098175466
FCD,modmrmr,probe_breast_cancer,10,0,0.5,0.0,0.19139008299680427
FCQ,modmrmr,probe_breast_cancer,3,0,0.18181818181818182,0.0,0.18705658300314099
FCQ,modmrmr,probe_breast_cancer,5,0,0.2857142857142857,0.0,0.1869899170123972
FCQ,modmrmr,probe_breast_cancer,10,0,0.5,0.0,0.1923222080222331
ModMRMR,modmrmr,probe_breast_cancer,3,0,0.18181818181818182,0.0,0.18872237502364442
ModMRMR,modmrmr,probe_breast_cancer,5,0,0.2857142857142857,0.0,0.18784108298132196
ModMRMR,modmrmr,probe_breast_cancer,10,0,0.5,0.0,0.19205208297353238
mrmr_selection_classif,external,probe_breast_cancer,3,1,0.18181818181818182,0.0,0.10588308400474489
mrmr_selection_classif,external,probe_breast_cancer,5,1,0.2857142857142857,0.0,0.06892145803431049
mrmr_selection_classif,external,probe_breast_cancer,10,1,0.5,0.0,0.14571325003635138
cmim,external,probe_breast_cancer,3,1,0.18181818181818182,0.0,0.038166958023793995
cmim,external,probe_breast_cancer,5,1,0.2857142857142857,0.0,0.06717583298450336
cmim,external,probe_breast_cancer,10,1,0.5,0.0,0.13677733298391104
jmi,external,probe_breast_cancer,3,1,0.0,1.0,0.039632582978811115
jmi,external,probe_breast_cancer,5,1,0.0,1.0,0.06916004203958437
jmi,external,probe_breast_cancer,10,1,0.15,0.7,0.13600479200249538
MID,modmrmr,probe_breast_cancer,3,1,0.18181818181818182,0.0,1.6288948750006966
MID,modmrmr,probe_breast_cancer,5,1,0.2857142857142857,0.0,1.6032366250292398
MID,modmrmr,probe_breast_cancer,10,1,0.35,0.3,1.6258771669818088
MIQ,modmrmr,probe_breast_cancer,3,1,0.1212121212121212,0.3333333333333333,1.677058459026739
MIQ,modmrmr,probe_breast_cancer,5,1,0.17142857142857143,0.4,1.6124632499995641
MIQ,modmrmr,probe_breast_cancer,10,1,0.3,0.4,1.5954902920057066
FCD,modmrmr,probe_breast_cancer,3,1,0.18181818181818182,0.0,0.1901751250261441
FCD,modmrmr,probe_breast_cancer,5,1,0.2857142857142857,0.0,0.19321654201485217
FCD,modmrmr,probe_breast_cancer,10,1,0.5,0.0,0.19588779099285603
FCQ,modmrmr,probe_breast_cancer,3,1,0.18181818181818182,0.0,0.19101366703398526
FCQ,modmrmr,probe_breast_cancer,5,1,0.2857142857142857,0.0,0.19231854198733345
FCQ,modmrmr,probe_breast_cancer,10,1,0.5,0.0,0.1956875420291908
ModMRMR,modmrmr,probe_breast_cancer,3,1,0.18181818181818182,0.0,0.1904483750113286
ModMRMR,modmrmr,probe_breast_cancer,5,1,0.2857142857142857,0.0,0.1895483749685809
ModMRMR,modmrmr,probe_breast_cancer,10,1,0.5,0.0,0.19318179198307917
mrmr_selection_classif,external,probe_breast_cancer,3,2,0.18181818181818182,0.0,0.10352387500461191
mrmr_selection_classif,external,probe_breast_cancer,5,2,0.2857142857142857,0.0,0.07485658297082409
mrmr_selection_classif,external,probe_breast_cancer,10,2,0.5,0.0,0.1460532500059344
cmim,external,probe_breast_cancer,3,2,0.18181818181818182,0.0,0.039711459015961736
cmim,external,probe_breast_cancer,5,2,0.2857142857142857,0.0,0.06819541699951515
cmim,external,probe_breast_cancer,10,2,0.5,0.0,0.13552141602849588
jmi,external,probe_breast_cancer,3,2,0.0606060606060606,0.6666666666666666,0.03778758295811713
jmi,external,probe_breast_cancer,5,2,0.17142857142857143,0.4,0.06791141600115225
jmi,external,probe_breast_cancer,10,2,0.35,0.3,0.13542733300710097
MID,modmrmr,probe_breast_cancer,3,2,0.18181818181818182,0.0,1.6168787089991383
MID,modmrmr,probe_breast_cancer,5,2,0.2857142857142857,0.0,1.602978000009898
MID,modmrmr,probe_breast_cancer,10,2,0.4,0.2,1.6129266250063665
MIQ,modmrmr,probe_breast_cancer,3,2,0.1212121212121212,0.3333333333333333,1.5865355000132695
MIQ,modmrmr,probe_breast_cancer,5,2,0.2285714285714286,0.2,1.6146027089562267
MIQ,modmrmr,probe_breast_cancer,10,2,0.35,0.3,1.623114167014137
FCD,modmrmr,probe_breast_cancer,3,2,0.18181818181818182,0.0,0.18985033401986584
FCD,modmrmr,probe_breast_cancer,5,2,0.2857142857142857,0.0,0.18967516702832654
FCD,modmrmr,probe_breast_cancer,10,2,0.5,0.0,0.19161341700237244
FCQ,modmrmr,probe_breast_cancer,3,2,0.18181818181818182,0.0,0.18926600000122562
FCQ,modmrmr,probe_breast_cancer,5,2,0.2857142857142857,0.0,0.18964504200266674
FCQ,modmrmr,probe_breast_cancer,10,2,0.5,0.0,0.1936930000083521
ModMRMR,modmrmr,probe_breast_cancer,3,2,0.18181818181818182,0.0,0.18835883401334286
ModMRMR,modmrmr,probe_breast_cancer,5,2,0.2857142857142857,0.0,0.18875020794803277
ModMRMR,modmrmr,probe_breast_cancer,10,2,0.5,0.0,0.19314574997406453
mrmr_selection_classif,external,probe_diabetes,3,0,0.4615384615384615,0.0,0.0980650830315426
mrmr_selection_classif,external,probe_diabetes,5,0,0.6666666666666666,0.0,0.07303520804271102
mrmr_selection_classif,external,probe_diabetes,10,0,0.8000000000000002,0.2,0.26055687497137114
MID,modmrmr,probe_diabetes,3,0,0.30769230769230765,0.3333333333333333,0.35781729099107906
MID,modmrmr,probe_diabetes,5,0,0.4,0.4,0.35696974996244535
